id,gender,location_district,location_upazila,location_village,caller_need,note,status,resolve_organization,feedback_status,resolve_comment,resolve_at,created_at
1598,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Noannai, Ward: 04",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1599,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabonia, Ward no: 02",Food,,Resolved,Not Applicable,did_not_answer,Call Not Receive,09/03/2024,08/31/2024
1600,Unknown,NOAKHALI,SUBARNACHAR,"Village: Habibulla Miar Hat, Ward No: 07",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1601,Unknown,NOAKHALI,SUBARNACHAR,Village: Char Clark,Food,,Resolved,Go No Help,got_no_help,Call Not Receive,09/03/2024,08/31/2024
1602,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward No: 08",Food,,Resolved,Not Applicable,did_not_answer,Call Not Receive,09/03/2024,08/31/2024
1603,Unknown,NOAKHALI,NOAKHALI SADAR,Village:- Lalanagar,Food,,Resolved,Not Applicable,did_not_answer,Call Not Receive,09/03/2024,08/31/2024
1604,Unknown,NOAKHALI,SUBARNACHAR,"Vill: Char Jubille, Ward: 02",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1605,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Baisakhi, Ward: 03",Food,,Resolved,Not Applicable,did_not_answer,Call Not Receive,09/03/2024,08/31/2024
1606,Unknown,NOAKHALI,NOAKHALI SADAR,Village: Bhatirtek,Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1607,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur (Kamdevpur Government Primary School), Ward no: 06",Food,,Resolved,Volunteer,Resolved,Rescue Team from Volunteer,09/03/2024,08/31/2024
1608,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward: 08",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1609,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Hasan , Ward: 02",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1610,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Amanullah , Ward No: 03",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1611,Unknown,NOAKHALI,SUBARNACHAR,Village:- Katabunia,Food,,Resolved,Not Applicable,did_not_answer,Call Not Receive,09/03/2024,08/31/2024
1612,Unknown,CUMILLA,MURADNAGAR,Village: Muradnagar Dakkhin Para,Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1613,Unknown,NOAKHALI,SUBARNACHAR,Village:- Char Jubille,Food,,Resolved,Not Applicable,did_not_answer,Number Busy,09/03/2024,08/31/2024
1614,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 02",Food,,Resolved,Go No Help,got_no_help,Requesting for help,09/03/2024,08/31/2024
1615,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Clark ( Bangla Bazar ), Ward No: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1616,Unknown,NOAKHALI,SUBARNACHAR,Village: Pashchim Char Jubille,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1617,Unknown,CUMILLA,MURADNAGAR,"Village: Muradnagar Dakkhinpara, Ward No: 01",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1618,Unknown,NOAKHALI,NOAKHALI SADAR,Village: Shahzadpur,Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1619,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra, Ward No: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1620,Unknown,NOAKHALI,BEGUMGANJ,"Village: Banabari, Ward: 05",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1621,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1622,Unknown,NOAKHALI,SONAIMURI,Village;- Bazra,Food,,Resolved,Resolved,Not Application,Call Waiting,Call Waiting,08/31/2024
1623,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra, Ward: 07,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1624,Unknown,NOAKHALI,BEGUMGANJ,"Village:- Kamdebpur,",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1625,Unknown,NOAKHALI,SONAIMURI,"Village: Machhimpur, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1626,Unknown,MOULVIBAZAR,RAJNAGAR,"Village: Uttar Panchgaon, Ward: 04,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1627,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Gopai Shankar , Ward No: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1628,Unknown,NOAKHALI,BEGUMGANJ,"Village: Eklaspur, Ward No: 05",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1629,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Kellarchar, Ward: 05",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1630,Unknown,NOAKHALI,SONAIMURI,"Village: Bhaorkut, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1631,Unknown,NOAKHALI,BEGUMGANJ,"Village: Chandpur, Ward No: 08",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1632,Unknown,FENI,FENI SADAR,"Area: Madhupur, Ward: 14,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1633,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1634,Unknown,NOAKHALI,SUBARNACHAR,"Village: Pashchim Char Jubille, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1635,Unknown,NOAKHALI,SUBARNACHAR,Vilage:- Char Jubille,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1636,Unknown,NOAKHALI,SONAIMURI,"Village: Machhimpur, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1637,Unknown,NOAKHALI,SUBARNACHAR,Village: Char Ziauddin,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1638,Unknown,CUMILLA,MURADNAGAR,Village: Muradnaga,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1639,Unknown,COXS BAZAR,TEKNAF,"Village: Mina Bazar, Ward: 06",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1640,Unknown,NOAKHALI,SUBARNACHAR,"Village: Uttar Kanchapia, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1641,Unknown,MOULVIBAZAR,RAJNAGAR,"Village: Charkharpar,",Food,,Pending,Unknown,Unknown,,,08/31/2024
1642,Unknown,NOAKHALI,SUBARNACHAR,"Village: Paschim Char Jubille, Ward: 03,",Food,,Pending,Unknown,Unknown,,,08/31/2024
1643,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jabbar, Ward: 05",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1644,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Ziauddun, Ward No: 09",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1645,Unknown,NOAKHALI,SUBARNACHAR,Village: Uttar Kanchapia,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1646,Unknown,NOAKHALI,SUBARNACHAR,"Village: Uttar Kanchapia, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1647,Unknown,NOAKHALI,SUBARNACHAR,Village: Paschim Char Jubille,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1648,Unknown,CUMILLA,LAKSAM,"Village: Nairpara, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1649,Unknown,NOAKHALI,BEGUMGANJ,"Village: Dakkhin Rampur, Ward: 08",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1650,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Ziauddin, Ward: 09",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1651,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Purba Ashwadia , Ward: 05",Food,,Resolved,Not Application,other,Call Back,09/04/2024,08/31/2024
1652,Unknown,NOAKHALI,SUBARNACHAR,"Village: Kolarhat Bazar, Ward no: 03",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1653,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Ziauddin, Ward: 09",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1654,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1655,Unknown,NOAKHALI,BEGUMGANJ,Village: Narottampur,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1656,Unknown,CHATTOGRAM,FATIKCHHARI,"Village: Haidchakia, Ward: 06",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1657,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Amanullah , Ward No: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1658,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 06",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1659,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward No: 08",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1660,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia,",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1661,Unknown,NOAKHALI,BEGUMGANJ,"Village: East Sultanpur, Ward: 08",Food,,Resolved,Not Application,did_not_answer,Requesting for help,09/04/2024,08/31/2024
1662,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Purbo Char Matua, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1663,Unknown,NOAKHALI,SUBARNACHAR,Village: Katabunia,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1664,Unknown,NOAKHALI,SUBARNACHAR,"Village: Dhanshish, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1665,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra , Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1666,Unknown,NOAKHALI,SUBARNACHAR,Village: Katabunia,Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1667,Unknown,NOAKHALI,NOAKHALI SADAR,"Village:Dakkin Jagatpur , Ward: 06",Food,,Resolved,Not Application,got_no_help,Requesting for help,09/04/2024,08/31/2024
1668,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille , Ward No: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1669,Unknown,NOAKHALI,NOAKHALI SADAR,Village: Munsir Taluk,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1670,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1671,Unknown,NOAKHALI,SUBARNACHAR,"Village: Habibullah Miar hat, Ward: 05",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1672,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,Village: Gopinathpur,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1673,Unknown,NOAKHALI,SUBARNACHAR,"Village: Uttar Kanchpia, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1674,Unknown,NOAKHALI,SONAIMURI,"Village: Bajra, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1675,Unknown,NOAKHALI,SUBARNACHAR,"Village: Paschim Char Bata , Ward No: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1676,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: South Jagatpur, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1677,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Paschchim Aojbalia, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1678,Unknown,LAKSHMIPUR,KAMALNAGAR,Village: Char Jangalia,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1679,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Atiatali, Ward: 11",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1680,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Bahtirtek,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1681,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 03,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1682,Unknown,COXS BAZAR,MAHESHKHALI,Village: Chhota Maheskhali,Food,,Resolved,Not Application,did_not_answer,Requesting for help,09/04/2024,08/31/2024
1683,Unknown,CUMILLA,DEBIDWAR,"Village: Jafarganj, Ward: 08",Food,,Resolved,DC Office,Resolved,Rescue Team From DC office,09/04/2024,08/31/2024
1684,Unknown,CUMILLA,MANOHARGANJ,"Village: Chourash, Ward: 04",Food,,Resolved,Volunteer office,Resolved,Rescue Team From Volunteer,09/04/2024,08/31/2024
1685,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 03",Food,,Resolved,Switch off,switch_off,Switch Off,09/04/2024,08/31/2024
1686,Unknown,NOAKHALI,SUBARNACHAR,"Village: Dakkhin Kanchpia, Ward: 06",Food,,Pending,Unknown,Unknown,,,08/31/2024
1687,Unknown,CUMILLA,LAKSAM,"Village: Baratuoa, (Laksam Railway High School), Union: Ward No. 02",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1688,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jabbar, Ward: 05,",Food,,Resolved,Not Application,did_not_answer,Switch Off,09/04/2024,08/31/2024
1689,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Asiyar, Ward : 09",Food,,Resolved,Volunteer,Resolved,Rescue Team From Volunteer,09/04/2024,08/31/2024
1690,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1691,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1692,Unknown,NOAKHALI,SUBARNACHAR,"Village: North Kanchapia, Ward: 07,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1693,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Rashid, Ward No.: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1694,Unknown,NOAKHALI,SUBARNACHAR,Village:- Char Jabbar,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1695,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Mohabbotpur,",Food,,Resolved,Volunteer,Resolved,Rescue Team From Volunteer,09/04/2024,08/31/2024
1696,Unknown,NOAKHALI,CHATKHIL,"Village: Nij Bhaor , Ward No: 04,",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1697,Unknown,NOAKHALI,BEGUMGANJ,Village: Anantapur,Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1698,Unknown,NOAKHALI,SUBARNACHAR,"Village: CharJubille , Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1699,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1700,Unknown,NOAKHALI,KABIRHAT,"Village: Poshurampur, Union: Ward No. 09",Food,,Pending,Unknown,Unknown,,,08/31/2024
1701,Unknown,NOAKHALI,SONAIMURI,"Village: Bazra, Ward: 07",Food,,Pending,Unknown,Unknown,,,08/31/2024
1702,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Tora Bali , Ward No: 02",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1703,Unknown,CUMILLA,MURADNAGAR,"Village: Muradnagar, Ward: 01",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1704,Unknown,NOAKHALI,NOAKHALI SADAR,Village: Paschim Aojbalia,Food,,Resolved,UNO office,Resolved,Rescue Team From UNO office,09/04/2024,08/31/2024
1705,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpure, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1706,Unknown,NOAKHALI,BEGUMGANJ,Village: Monpura,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1707,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Char Rashid, Union: Ward No. 02",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1708,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 03",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1709,Unknown,CUMILLA,NANGALKOT,Village: Belghar,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1710,Unknown,NOAKHALI,SUBARNACHAR,"Village: Dakkhin Char Clark, Ward: 06",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1711,Unknown,NOAKHALI,BEGUMGANJ,Village: Anantapur,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1712,Unknown,NOAKHALI,BEGUMGANJ,Aladinagar,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1713,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Dakkin Jagatpur , Ward: 06",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1714,Unknown,NOAKHALI,SUBARNACHAR,Village: Chatrab Ali,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1715,Unknown,NOAKHALI,SUBARNACHAR,Village: Pashchim Char Jabbar,Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1716,Unknown,NOAKHALI,BEGUMGANJ,"Village: Aladinagar, Ward: 03",Food,,Resolved,Not Application,got_no_help,Requesting for help,09/04/2024,08/31/2024
1717,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur , Ward: 07",Food,,Resolved,Not Application,got_no_help,Requesting for help,09/04/2024,08/31/2024
1718,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jabbar, Ward: 05",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1719,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jabbar, Ward: 06",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1720,Unknown,CUMILLA,DEBIDWAR,"Village: Jafarganj, Ward: 08",Food,,Resolved,DC Office,Resolved,Rescue Team From DC office,09/04/2024,08/31/2024
1721,Unknown,NOAKHALI,CHATKHIL,Village: Nij Bhao,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1722,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward No. 06",Food,,Resolved,Not Application,did_not_answer,Number Busy,09/04/2024,08/31/2024
1723,Unknown,NOAKHALI,SUBARNACHAR,"Village: Pashchim Char Jabbar, Ward: 06",Food,,Resolved,Got no Help,got_no_help,1903333333,09/04/2024,08/31/2024
1724,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: North Laharkandi, Ward: 10",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1725,Unknown,NOAKHALI,SUBARNACHAR,Village: Katabunia,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1726,Unknown,NOAKHALI,SUBARNACHAR,Village: Char Jabbar,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1727,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Pashchim Aojbalia, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1728,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1729,Unknown,NOAKHALI,SUBARNACHAR,Village: Uttar Kanchapia,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1730,Unknown,CUMILLA,DEBIDWAR,Village: Jafarganj,Food,,Resolved,DC Office,Resolved,Rescue Team From DC office,09/04/2024,08/31/2024
1731,Unknown,NOAKHALI,BEGUMGANJ,Village: Anantapur,Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1732,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Char Lamchhi, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1733,Unknown,NOAKHALI,SUBARNACHAR,Village: Dhanshish,Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1734,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Char Lamchhi, Ward: 03",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1735,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1736,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1737,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1738,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: Char Manasa, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1739,Unknown,NOAKHALI,SENBAG,"Village: Dakkhin Rajarampur,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1740,Unknown,NOAKHALI,SUBARNACHAR,"Village: Uttar Kanchpia, Ward: 05",Food,,Resolved,Not Application,switch_off,Switch Off,09/04/2024,08/31/2024
1741,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Gopai Ramshankar, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1742,Unknown,NOAKHALI,SUBARNACHAR,"Village: Char Jubille, Ward: 02",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1743,Unknown,CUMILLA,NANGALKOT,"Village: Belghar, (Gosaibazar Primary School)",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1744,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Not Application,did_not_answer,Call not received,09/04/2024,08/31/2024
1745,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Lalanagar,",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1746,Unknown,CUMILLA,DEBIDWAR,"Village: Jafargan, Ward: 08",Food,,Resolved,Not Application,did_not_answer,Number Busy,09/04/2024,08/31/2024
1747,Unknown,NOAKHALI,BEGUMGANJ,"Village: Kamdebpur, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1748,Unknown,NOAKHALI,SUBARNACHAR,"Village: Katabunia, Ward:03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1749,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Kellarchar, Ward: 05",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1750,Unknown,NOAKHALI,BEGUMGANJ,Village: Anantapur,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1751,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Gopai Ramshankar, Ward: 06",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1752,Unknown,CUMILLA,MURADNAGAR,Village: Muradnagar,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1753,Unknown,LAKSHMIPUR,LAKSHMIPUR SADAR,"Village: West Kalyanpur, Ward: 03",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1754,Unknown,NOAKHALI,SUBARNACHAR,Village: Dkkhin Char Jubille,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1755,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Gopiballabhpur, Ward No.: 08",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1756,Unknown,NOAKHALI,CHATKHIL,Village:- Nij Bhaor,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1757,Unknown,NOAKHALI,BEGUMGANJ,"Village: Anantapur, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1758,Unknown,NOAKHALI,CHATKHIL,"Village: Sadhurkhil, Ward: 07",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1759,Unknown,CHATTOGRAM,MIRSARAI,Village: Sahebpur,Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1760,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Mahabbatpur, Union: Ward No. 09",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
1761,Unknown,NOAKHALI,NOAKHALI SADAR,"Village: Char Shullukia, Ward No: 09",Food,,Resolved,Got no Help,got_no_help,Requesting for help,09/04/2024,08/31/2024
